"RT @BJPMM4Bengal: Meanwhile 50 TMC women from Pandabeshwar joined BJP. Instead of attending a TMC meeting, they joined BJP instead. Congrat…",ShivangRai7,India,[]
@rationalmohit Clearly BJP is not in agreement.,RaisinaSeries,Lutyens' Delhi,[]
@narendramodi sir there is somthing wrong with tripura BJP. They are plying with sentiment of the people of tripura… https://t.co/rW3iztJztI,Debasis18394682,,[]
"@India_MH12 He was , is and will be a BJP enabler ! money is what he needs !",Kannadanammamma,"Bengaluru, India",[]
"RT @sharmanagendar: No land for Govt schools and hospitals in Delhi. But no dearth of land for real estate shark BJP. 
https://t.co/noCWHl2…",SurojitSarmah,india,[]
RT @ashoswai: Why is BJP doing oath-taking ceremony in Goa at 2 am? Why is media silent? https://t.co/kpH9BRq4Er,khanimtiyaz09,Mumbai,[]
RT @bainjal: I remember when I first tweeted this pic the Bjp IT cell trend a paid hashtag against me. Chief chowkidar chilling in a charte…,Nawnitnihal77,"Kolkata, India",[]
"RT @geetv79: 2.5 Yrs after #DeMoDisaster failed, with 
99.3% money back with RBI, 
Modi Must be Made to Disclose👇 
➡WHO exactly was on his…",Gasi_Nat,India,['DeMoDisaster']
"RT @Tejasvi_Surya: CMs picked by BJP

Devendra Fadnavis: 48 years old
Bilpab Deb: 47 yo
Yogi Adityanath: 46 yo
P Sawant: 45 yo
P Khandu: 39…",Veteran__007,India,[]
"RT @ajnabi_guy: Will not join hands with #BJP- #ShivSena post polls: #PrakashAmbedkar

Some people are unhappy as their dynastic politics w…",sawsammer3,आटपाट,"['BJP', 'ShivSena', 'PrakashAmbedkar']"
"RT @Tejasvi_Surya: CMs picked by BJP

Devendra Fadnavis: 48 years old
Bilpab Deb: 47 yo
Yogi Adityanath: 46 yo
P Sawant: 45 yo
P Khandu: 39…",KamleshBansal6,neemuch ,[]
@gssjodhpur Sir you are close to RSS and BJP'S central leadership you should put efforts in ensuring that a Rajput… https://t.co/UAszhsnRam,Asli_Harsh,"Sikar, Rajasthan",[]
RT @India_Policy: BJP to contest 437 seats in the #LS2019. 20 parties join the NDA alliance.,visionbjp2019,,['LS2019']
"The North Eastern states face some unique problems when it comes to transportation and connectivity. 

Unlike the B… https://t.co/Bl2nG5PQJJ",Charanjeet1984,"Chamba, India",[]
"RT @AnthonySald: @CNNnews18 @INCIndia @AnchorAnandN @CNNnews18 has to add that for votes? 
Yet have no guts nor balls to ask Modi &amp; BJP of…",foroneindia,India,[]
"RT @RahulGandhi: The North Eastern states face some unique problems when it comes to transportation and connectivity. 

Unlike the BJP, we…",Sukanta81320348,,[]
RT @Swamy39: In the next term of BJP 2019-2024 the government must require all newly graduating advocates to pass a question paper on Mimam…,vprasadsahu,"Imphal West I, India",[]
